workbook,circular,mean,max,p10,p50,p90
3.545462.P5G0I3HEWVBGJME1XIVR1ZA5EWHPQWTNB.2.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545477.M2KSXCMIVZJVTCT3R1B4FPLLMCRRIPR5B.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545487.B22XIC4GMZXWAOJBQ0UIVVYL2QFIMHHNA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545487.B22XIC4GMZXWAOJBQ0UIVVYL2QFIMHHNA.2.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545534.PBBWKIVM5ZDFPJSW1TJMFAHY22NPRAEEA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545565.OJYBRMCBEOKOHDOJWF1MMFRYVVMAPKLRB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545566.D4Z4H2MUFHBICMFHU1KWCAKC1I4HI1S0A.2.xlsx,0,0.87,2.00,0.00,1.00,1.00
3.545572.FBPZF2LL0AJFQTHI1TMC2U1ONF1QEH01A.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545592.JFRQZH2QDJO43FMA0BH3XSM2OE3PZX5NB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545637.NKXW0AL4GW1OUC1ISEVGGF2NEJD1GH0LB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545743.CKEGKDIL4WP2SG13PGPEH44BHWYUO4G2A.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545758.JTK5KXB12KWSQ3N5KMIIF2COFLVA5Y43A.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545777.MBWMDNFJZXBHLSZH1ZR4W2S4TFL4WDDNA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545869.ENQZSGA3BDI30O2D5IGDOHPGDJTBK5EJB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.546002.BSI22RHG5SJN25ZH0JJCV3203KHTVCZYA.1.xlsx,0,1.32,4.00,1.00,1.00,3.00
3.546014.BKJEURFK1OIIAAYBQHBPEDLHF3VZS4FFB.1.xlsx,0,0.60,1.00,0.00,1.00,1.00
3.546050.F1GK4XCL41IMPHT3DTFZLRPMTFAVTEDNB.1.xlsx,0,3.35,7.00,2.00,3.00,5.00
3.546096.KF3UC3ZUYQXFDHKYL2VS4AFGX0QJ3BKWA.1.xlsx,0,6.36,10.00,2.00,7.00,9.00
3.546433.KMOWAY0BPWNN4VGBH350J3VAA13ZPQSDB.1.xlsx,0,6.36,10.00,2.00,7.00,9.00
3.546479.C2ZC0ZOFK0GN4Z1X5W4LLEGACMIH5SRGA.1.xlsx,0,0.54,1.00,0.00,1.00,1.00
3.546717.NVA0Y0WY0V4FRNVW4RXCQIPCDSQIHGX4A.1.xlsx,0,3.35,7.00,2.00,3.00,5.00
3.547013.A2JDCYRJYBPW02YPVI3D25WW5AEFV2P5A.1.xlsx,0,1.32,4.00,1.00,1.00,3.00
3.547017.MI11BMNGOLXPNBQPSPPJ3OEJCPGEDY4OB.1.xlsx,0,0.60,1.00,0.00,1.00,1.00
3.547171.D0BTXBRA3IBKGQOOJRZ25VT4RUIE43Q5B.1.xlsx,0,3.35,7.00,2.00,3.00,5.00
3.547387.PNDKW5BVR41YTY0WIWJODTRUXGGCZN1BB.1.xlsx,0,6.36,10.00,2.00,7.00,9.00
3.548191.L2EGNHEPJE3IKVTISG1L1RAPOYLCI4AOB.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.548545.K5WC1LVDQKHLNDQRRMRP4W0VULE3BZG0A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.548549.PE21GXF25ITKLKWIO4VJHLLISU20ATBZA.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.548699.JEWNEE4P1PYVZCL5WOAGL0KN2B5NDAVBB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.548703.OWXOPTSTQIPZKRKJWNYLMPRUF2QCM3MZA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.548848.NOZCNRME5X0OUDC0WY4GVFMVCZAJGPGUB.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.548945.LRLWXHSFR0LOGPFXDQHOJDNMCQE5XDBEA.1.xlsm,0,0.00,2.00,0.00,0.00,0.00
3.54907.MFLGDC5DYDS0UMBPAM1K1BQ0NF05SNNPA.1.xlsx,0,0.29,4.00,0.00,0.00,1.00
3.54909.KVYG5YLNT30Q2RDIN2FF3FW3WYII1HJ0A.1.xlsx,0,0.29,4.00,0.00,0.00,1.00
3.549099.NU3RBCTPWVFG0CR1PR4J4AGSZ4WYO2D3A.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.55002.IXPKRTIHZMD14XJQC3EBCAG2ONOA0FWJB.1.xlsx,0,3.23,10.00,1.00,2.00,8.00
3.550177.PCHCGLZ1CMBEMLAG41D4MSPXZIL003YWB.1.xlsx,0,3.43,26.00,1.00,2.00,9.00
3.550872.NZ1F4AYTQPAZZLGYVN2FVENSOXI11ORFA.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.551045.AT5N51F4UKMH2IIU0EEAOJ32HCLPYMPWB.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.551138.JI1L4X5U0OFXZQCFT5DPUD2VIU3ZXMX0A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.551179.GNIIG41LUJGVQCGRQSEHQBYBXVX1O0R4B.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.551278.IKF05SX050RDGKWGGHWTKI5IGQPSDGRSB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.551301.B5ENFQ0W1Z0IPRMDBS4J4BGSD3RIVYFYB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.551386.OIRBNRCJQ2LMZBJCODOI3ZUYRLPOJVSBB.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.551540.MBBY1ZYVUHCDORLNOAWKEPB2M4DT2U01A.1.xlsm,0,0.00,2.00,0.00,0.00,0.00
3.551725.EYRTMW54MVULC3KQO53W4HCKXHMHZ1ZKB.1.xlsm,0,0.00,2.00,0.00,0.00,0.00
3.551757.FGTJZSSEI5J4SNBB0EMQBBG3VOIT04ZVA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.551758.BVZR2KI4SC1YPKODBMKO50WKLOEHSZLPA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.551879.BY05JXYFHH0VCU00DGMNBDLCUECLNHQ3A.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.551891.CQBW5S5YMYGKSNJESV4OOXR5ZHSP5ZN5A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.552069.LNPK3DUQBUFKG1GQBBOQ1CAHHVQZYTP5B.1.xlsx,0,2.83,36.00,1.00,1.00,6.00
3.552198.HT3BBDNMCNTFA3VR03PGRLYCPTKH0NLJB.1.xlsm,0,2.26,13.00,0.00,1.00,8.00
3.552430.DSHYOVCPEN0UCU0MLEFWEATYWFS3EQDIB.1.xlsx,0,0.00,0.00,0.00,0.00,0.00
3.552767.JKSJEQZBNNP3QQPUOYY0JOZXZL5ZUHGAB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.552770.DESKULJ1TPOCBC0KJFBTNXDHV1RW1HS0A.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.552899.N54TFGTGHRW5FDAZVSFTM5K1PTVGY1S4A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.552906.PD0GA21GDR5QNEF1LDJSL2KNHN1LTMZQA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.552976.AR1HUGT2ETAXDKWTOMTAMLHOD5N1NUDXA.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.553000.KY3LASRP4EQBUFQMIIDH2KQG2AGQUYZXA.1.xlsm,0,0.00,2.00,0.00,0.00,0.00
3.553137.PYEZA0MYFCZJU2G0CDKU3WCUB5J45GWZB.1.xlsx,0,1.01,2.00,1.00,1.00,1.00
3.553457.N3CRV5ZOILY4QWN2ZNKVZAI3Z3ZENIRGB.1.xlsx,0,0.00,0.00,0.00,0.00,0.00
3.553474.PFK5KHTYP2XQM4I2JLPMCFIS0RAP1NJNB.14.xlsx,0,169.74,728.00,1.00,41.00,533.00
3.553474.PFK5KHTYP2XQM4I2JLPMCFIS0RAP1NJNB.17.xlsx,0,51.81,361.00,1.00,1.00,199.00
3.553474.PFK5KHTYP2XQM4I2JLPMCFIS0RAP1NJNB.26.xlsx,0,116.81,446.00,0.00,46.00,368.00
3.553474.PFK5KHTYP2XQM4I2JLPMCFIS0RAP1NJNB.9.xlsx,0,99.61,534.00,1.00,1.00,366.00
3.553527.KMMDBAL2FAQISFBQDN5EESJ5RGTQDGTHB.14.xlsx,0,169.74,728.00,1.00,41.00,533.00
3.553527.KMMDBAL2FAQISFBQDN5EESJ5RGTQDGTHB.17.xlsx,0,61.82,361.00,1.00,1.00,253.00
3.553527.KMMDBAL2FAQISFBQDN5EESJ5RGTQDGTHB.26.xlsx,0,116.81,446.00,0.00,46.00,368.00
3.553527.KMMDBAL2FAQISFBQDN5EESJ5RGTQDGTHB.9.xlsx,0,99.61,534.00,1.00,1.00,366.00
3.553956.KQBIWLCR4233AU4BUNYX2YNFYENLPWCFB.14.xlsx,0,169.74,728.00,1.00,41.00,533.00
3.553956.KQBIWLCR4233AU4BUNYX2YNFYENLPWCFB.17.xlsx,0,51.81,361.00,1.00,1.00,199.00
3.553956.KQBIWLCR4233AU4BUNYX2YNFYENLPWCFB.26.xlsx,0,116.81,446.00,0.00,46.00,368.00
3.553956.KQBIWLCR4233AU4BUNYX2YNFYENLPWCFB.9.xlsx,0,99.61,534.00,1.00,1.00,366.00
3.554710.HGTVLQPGHAJEBNCK00B5CXFDWYJFNKEEA.1.xlsx,0,1.20,4.00,0.00,1.00,3.00
3.554747.FJBMW0GBODIS4PTH4KYHKL21JPW4BCHTA.2.xlsm,0,8.13,38.00,1.00,3.00,24.00
3.554747.FJBMW0GBODIS4PTH4KYHKL21JPW4BCHTA.4.xlsx,0,8.55,38.00,1.00,3.00,25.00
3.554753.NCVUZNAXOFPOO1GYEY0FAOLKEKIO0Y5RA.1.xlsm,0,8.18,38.00,1.00,3.00,24.00
3.554753.NCVUZNAXOFPOO1GYEY0FAOLKEKIO0Y5RA.2.xlsx,0,8.49,38.00,1.00,3.00,25.00
3.554788.MYW1IVJDRYGLHIX54QBFYJV0WG1VPI2BB.1.xlsx,0,3.09,11.00,1.00,2.00,7.00
3.554807.BWRNDK0F1M43PWSYQDFIAMPOG2GS55Z3B.1.xlsx,0,1.19,2.00,1.00,1.00,2.00
3.554899.AVP1HWMZ5Y4RI5QX5MQI1AMWUOPCY5XYB.1.xlsx,0,0.80,2.00,0.00,1.00,1.00
3.555220.OA0UCU4D2JAX1L0U4WTZ3RQ2RKTUR0BGA.1.xlsx,0,1.53,5.00,1.00,1.00,3.00
3.555461.F45FVTXZAJ0LASBAR5BOPSUA53FYOO2DA.1.xlsx,0,0.97,5.00,0.00,1.00,2.00
3.555489.E31USUA3XFZFYSBOR2FUTLABPO0RLYJOB.1.xlsx,0,1.53,5.00,1.00,1.00,3.00
3.555534.NRU3IBHC0XHWV0U01IBX3U2ZD2BDGC1GB.2.xlsm,0,8.13,38.00,1.00,3.00,24.00
3.555534.NRU3IBHC0XHWV0U01IBX3U2ZD2BDGC1GB.4.xlsx,0,8.55,38.00,1.00,3.00,25.00
3.555809.DSWDKXYVTZQOGGJLJANQGB2ROHMVGZGCA.1.xlsx,0,0.95,1.00,1.00,1.00,1.00
3.555908.HI3PIL31KAF3NIJP115ROHMLPKC1LXJFA.1.xlsx,0,1.29,4.00,0.00,1.00,2.00
3.55607.NT2VPDQURBBGZYV1G3QTNLQMABRCEJLMB.1.xlsx,0,1.00,3.00,1.00,1.00,1.00
3.55612.PGA03PCLCVRM3EH1CVH5YYQ5EBMJ3L4KA.1.xlsx,0,1.00,3.00,1.00,1.00,1.00
3.55621.GIHPHBUJW22WVC1LTLL5OEB3M1AJEAAPA.2.xlsx,0,1.00,3.00,1.00,1.00,1.00
3.55821.NRKIV344UDBNDYJCMNXGNUHI4JGYV5RUB.1.xlsx,0,2.82,9.00,1.00,2.00,6.00
3.558332.OC25MKNLEDAGIIEZNCYQMLZNNG0FDUDOA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.55838.BHZPIYRWZ1XGFOLEQZ2QVUOFQULHK1OWA.1.xlsx,0,2.69,9.00,1.00,2.00,6.00
3.55936.M3CBVZWJIX02RDCC54GD05ZFT15V5SD2B.1.xlsx,0,3.28,41.00,1.00,2.00,6.00
3.55992.EJ14YAZFQQPTUOFXBURF13NDZBODALTFA.1.xlsx,0,3.34,41.00,1.00,2.00,6.00
3.56036.GBDD2KZW4HR0KGPYDYRN0CNDBBPPRHFKA.1.xlsx,0,3.33,41.00,1.00,2.00,6.00
3.56064.CUD3XOYD4SQLLIIRBCW0MKDGZUMXFESPA.1.xlsx,0,4.10,42.00,1.00,3.00,7.00
3.56359.IUBRZTQFDXJLOQ5QESQBR1S4NH45DLQNB.3.xlsx,0,1.92,9.00,1.00,1.00,4.00
3.56359.IUBRZTQFDXJLOQ5QESQBR1S4NH45DLQNB.4.xlsx,0,1.42,7.00,1.00,1.00,2.00
3.565201.J0QV45YVNXFH3PZFB1MCVKNAA1VCF43RA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.56789.IEKO4RPY5L4Y3Z0QQTHHOMEICY4L0HTQA.1.xlsx,0,4.17,42.00,1.00,2.00,7.00
3.56803.EH3MJVPAC0SG44WAN2LQWUKRDPEJFK01A.1.xlsx,0,4.17,42.00,1.00,2.00,7.00
3.56807.IOZHINEJKY350SOEY2USGGN3BA34ZONIB.1.xlsx,0,4.15,42.00,1.00,2.00,7.00
3.56809.HXK2431USP1AB4KXGPOSAOCNUCCVB4NVB.1.xlsx,0,4.17,42.00,1.00,2.00,7.00
3.57454.CQIEOEABZW5LCLM3AQ20VHPBZ1FWDQFZA.1.xlsx,0,1.26,4.00,0.00,1.00,2.00
3.57462.GAYEA0YYJ0FBOTVCP1OFYSQEAILSR01XB.1.xlsx,0,1.26,4.00,0.00,1.00,2.00
3.57606.MXOC5B4Y0GDUPN0YKNYM0Q4BBTNQOJNJA.1.xlsx,0,2.69,9.00,1.00,2.00,6.00
3.57611.FDMMSAJQ01IE0OI53GZWQGFASVRD1CMEB.2.xlsm,0,6.68,31.00,1.00,2.00,20.00
3.57615.KSAVMYTDTMMBNLW32WN55Y33KJ2RFY0IB.1.xlsx,0,0.80,1.00,0.00,1.00,1.00
3.57616.HPZ0KCN3GNBRUDMD3QO2LFWLVDW2LYOMB.1.xlsx,0,0.80,1.00,0.00,1.00,1.00
3.57623.AP2NEPSVST1RLIL1BR2OGWWDOMHNMHM0A.1.xlsx,0,4.98,40.00,1.00,1.00,21.00
3.57668.JCG5DORTU5CILDZ11BKRMBIMJ5X0MAX0A.1.xlsx,0,4.58,42.00,1.00,2.00,8.00
3.57777.BTGYURO0NNUZHY1YRFURBCD1ACNMKNVBB.1.xlsx,0,3.80,42.00,1.00,2.00,7.00
3.58382.P3EMAU0QCUDNZRGHRO0UBEOANZH5Q15FB.1.xlsx,0,0.80,1.00,0.00,1.00,1.00
3.58556.EYTMSG0A5NATUFHYJTOQ41CM2OJWM0BJA.1.xlsx,0,3.78,42.00,1.00,2.00,7.00
3.58807.LQX2KVLGSUKGJWKN3L2MOSRLZYITKJSWA.1.xlsx,0,1.26,4.00,0.00,1.00,2.00
3.58996.FBBRJI0HVFLWN5R2EGZFPLEHFWZIZLQHB.1.xlsx,0,1.26,4.00,0.00,1.00,2.00
3.591725.NSTEJSSFZPWZDCYZJXIJBFSJ0SCTBZQTA.1.xlsx,0,2.65,53.00,1.00,2.00,3.00
3.591771.IINFDCDDEUN5V2JDJ3IAPPQWGTXD4PHAB.1.xlsx,0,1.31,31.00,0.00,0.00,4.00
3.596964.GXYMXFO1AGRAOGBFGS2YVYQIMFFTKRYFB.1.xlsx,0,1.15,3.00,1.00,1.00,2.00
3.596970.KHZV1MEBIQUFDVRQWSJQZTTJWAEPED1VB.1.xlsx,0,3.56,178.00,0.00,1.00,4.00
3.597168.GB1CEEY4R4HX5P5MBGT3ZDFY4HKHICR5B.1.xlsx,0,1.10,9.00,0.00,0.00,4.00
3.597219.HTRK5ANUKH2EPYEHZFTROJBENJGZYGNAB.1.xlsx,0,1.10,9.00,0.00,0.00,4.00
3.597342.JDSV1X234MRRB3QICFQTQWXDF055PMEJA.1.xlsx,0,1.15,3.00,1.00,1.00,2.00
3.597346.CWGELDG425KZQFOKSXW1ADNL5CUM0C0IA.1.xlsx,0,3.56,178.00,0.00,1.00,4.00
3.597378.M32WX010RPMHKKEDMFNV3XGNMWZSHKI1B.1.xlsx,0,1.15,3.00,1.00,1.00,2.00
3.597534.KERNTXV5WJPKJLYQCEON0QVMSKOEJGT2A.1.xlsx,0,1.10,9.00,0.00,0.00,4.00
3.597550.EMTILZLMHEX4WU4FA0JJCH1BC3MSIFXDA.1.xlsx,0,3.56,178.00,0.00,1.00,4.00
3.600981.PT3CRW2MLMMDCEZZT3OPITMAIVBS3WCKA.1.xlsx,0,88.43,417.00,2.00,9.00,315.00
3.600995.FJB0F4DAKXIJZRTTBWQ35KODFM1GCRRFB.1.xlsx,0,94.19,431.00,2.00,10.00,329.00
3.601009.GWZPG52FNRGHYDGV4TU3MNJBJGPRBDWFA.1.xlsx,0,20.76,245.00,1.00,4.00,56.00
3.601318.AJDSGZFMMFFLRHNZDNLUM5OK2M5DXZBXA.1.xlsx,0,33.05,367.00,1.00,4.00,97.00
3.601323.DHIWSYOG43X34OY2TAXHF4DRRKJE3SD1B.1.xlsx,0,33.13,367.00,1.00,4.00,96.00
3.601334.NI1LCAI33IA5055FI5WXZMQPXLHM0JUEA.1.xlsx,0,33.41,367.00,1.00,4.00,96.00
3.601337.LG5ZVML0A0NWZ1OFYQAIRCNS3AHDH5C5A.1.xlsx,0,112.54,473.00,2.00,13.00,371.00
3.601341.OL3TGE4ATLAJIE5YMPFCGXTAR4XDCDXZA.1.xlsx,0,33.50,367.00,1.00,4.00,96.00
3.601342.AVS3AGA550Z3IPJTE5GM55HUXKRRHTCOB.1.xlsx,0,3.10,34.00,1.00,1.00,7.00
3.601350.ETAPVNUAAECRT3SCHCL2TLX0RPKZ5OD3A.1.xlsx,0,21.23,245.00,1.00,4.00,59.00
3.601359.LMFZOZXZDZKO3QQL3FBDXWNTBLSR25CIA.1.xlsx,0,21.44,245.00,1.00,4.00,60.00
3.601368.CHAUFSO5CU1HK5MIA3XJA31SDHFS3SSGB.1.xlsx,0,41.99,429.00,1.00,4.00,149.00
3.601416.M22JOUJDDUNWAXLA0OTX3MPJUDP43XYIB.1.xlsx,0,32.96,367.00,1.00,4.00,97.00
3.601427.MB143ZLXLCDIXRIJVNXL31RZPQUAPIRMB.1.xlsx,0,20.12,245.00,1.00,4.00,53.00
3.601435.FB14CI4A0D0FY4KNUFMHAQUECJ24PNVTA.1.xlsx,0,20.31,245.00,1.00,4.00,54.00
3.601449.FCIANKLAPE3WNCLQDBGKN5FO5I24LRMIA.1.xlsx,0,20.45,245.00,1.00,4.00,55.00
3.601493.MOIW1GP0R2GLS5LDMKCUPAJ2WZ2ZNTQZB.1.xlsx,0,35.16,367.00,1.00,4.00,114.00
3.601509.BQMDAACCHAUZSJVCIO2NIK3BUE2N4050A.1.xlsx,0,35.05,367.00,1.00,4.00,114.00
3.601518.OSWE4YDTY1ED0QUVV5U5M2BBPBQ1TBHPA.1.xlsx,0,32.55,367.00,1.00,4.00,97.00
3.601679.DNOQFUICJNA4HOVF15BWK3ZT1L3KG3GZA.1.xlsx,0,1.06,7.00,1.00,1.00,1.00
3.601679.DNOQFUICJNA4HOVF15BWK3ZT1L3KG3GZA.2.xlsx,0,1.03,7.00,1.00,1.00,1.00
3.601844.OB43OJGFQUWR5YCSO3PY0KRXWF2TPDBPA.1.xlsx,0,34.94,367.00,1.00,4.00,115.00
3.601848.JC0NZROCNPB0XINMG13GJC5QH5BOIMMGA.1.xlsx,0,32.33,367.00,1.00,4.00,97.00
3.601853.EPOJ515YHX0WH5APSTYHLHYDIGWD2XLCA.1.xlsx,0,42.68,429.00,1.00,4.00,148.00
3.601863.EDUY2OU10D3XZO5BKI1R4QW3PFRCD0Z0B.1.xlsx,0,42.68,429.00,1.00,4.00,148.00
3.601867.NNEELIG5ZLLXKMPRKDP32WURB3TJNP4SB.1.xlsx,0,42.55,429.00,1.00,4.00,148.00
3.601877.EDXUFZ1KEMD3KHS35NS3Z4CUVG34BAOUB.1.xlsx,0,20.76,245.00,1.00,4.00,56.00
3.601893.B4A2J1PX35X1IQCHSD3H4F5PRWHGD0BNA.1.xlsx,0,20.60,245.00,1.00,4.00,56.00
3.601971.AM4WUVK3HSIAHZ21Z2DEU13B1ZQ3OKE3B.1.xlsx,0,1.70,3.00,1.00,2.00,3.00
3.601972.IUI1WRFCHX1MLV4Q1VVZUGDGXZ15RDZ4B.1.xlsx,0,1.70,3.00,1.00,2.00,3.00
3.601990.PLYTLASAYULTVKS534XG1OGKPJLMKLWQA.1.xlsx,0,0.35,2.00,0.00,0.00,1.00
3.602086.LOBE2RZKTWRMJFXB3XJC3HK0HHNBQYV0B.1.xlsx,0,42.06,429.00,1.00,4.00,148.00
3.602107.CP3VNDOG2U4TSPI3UVYEI21FK4NNATOUA.1.xlsx,0,5.05,34.00,1.00,1.00,21.00
3.602111.MTXEX3NXRYLYPPC2NA2EAE2LYFR0YAF4B.1.xlsx,0,1.14,2.00,1.00,1.00,2.00
3.602798.A5CEXAAHGWQYTEN42MYLFK2PJ15N3W1GA.1.xlsx,0,7.19,20.00,1.00,7.00,14.00
3.602833.MULZLR1RQIREEA5HSENUEXZKDR3VXWK4B.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.603182.CR5EIDHTGIECYF5E2PCHNF3DRNPLX1L5B.1.xlsx,0,1.16,4.00,1.00,1.00,2.00
3.603863.AJXPFO2YSOFQ3S1UKXCKQLMX4IDPNYL3B.1.xlsm,0,3.97,13.00,1.00,3.00,8.00
3.604879.HDZFUEQYFLCNS50ZKNLQJ1Y0WPE5R42RB.1.xlsx,0,0.94,1.00,1.00,1.00,1.00
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.1.xlsx,0,3.72,19.00,1.00,3.00,8.00
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.11.xlsx,0,1.93,9.00,1.00,1.00,4.00
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.12.xlsx,0,1.43,7.00,1.00,1.00,2.00
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.3.xlsx,0,2.29,11.00,1.00,2.00,5.00
3.606779.DUG20KQTJAAGXPWSDGEWC3YLYZ5JXOMDB.1.xlsx,0,0.62,2.00,0.00,1.00,1.00
3.606797.KUDCCD4I3QTBQCL42CIMZKT4AFKYNKREA.1.xlsx,0,0.59,2.00,0.00,1.00,1.00
3.606799.NHXZVTA3ZXJBPWY3DPSSZHH05C1JSDHMB.1.xlsx,0,0.55,2.00,0.00,1.00,1.00
3.606800.ATK4NZ1TLU3HMAYZEGN0QQFXKBL5SLLOB.1.xlsx,0,0.56,2.00,0.00,1.00,1.00
3.606806.P3U0A5IRZ32SFIJXLQV1AI1UYXKOCC21A.1.xlsx,0,0.55,2.00,0.00,1.00,1.00
3.606809.IQOBRVHZORGWBZARHCEQFYX0QKRYEYDQB.1.xlsx,0,0.54,2.00,0.00,1.00,1.00
3.607025.AKF2PZTI4KA2DPIT1RSL1BV2XBVMFD5AB.1.xlsx,0,0.49,2.00,0.00,0.00,1.00
3.607159.PVK02HFNAEXDMNSGJFT1CBFIIKY4CMAIA.1.xlsx,0,0.50,2.00,0.00,0.00,1.00
3.607185.P3A2BT1YSSEKKIB4WVDUBXMXYOXN45MZA.1.xlsx,0,0.51,2.00,0.00,0.00,1.00
3.607194.EMEIOGFLSLWG0V351F33C3HJPXKGGAZ2A.1.xlsx,0,0.51,2.00,0.00,0.00,1.00
3.607321.PY3YETIZH4T5LNVFRK0CYNMS1GHM5E4XA.1.xlsx,0,0.49,2.00,0.00,0.00,1.00
3.607357.NTINHZ4Q20YVPOZUTS2KHJWOYWVTYOMEA.1.xlsx,0,0.49,2.00,0.00,0.00,1.00
3.607433.ERKI4O3GHDKSKEOIOUDRGYH2OIL3BXBGB.1.xlsx,0,0.53,2.00,0.00,1.00,1.00
3.607465.AVT5S2AZLG2PW1EARJF1JSF51QCQEFY2A.1.xlsx,0,0.51,2.00,0.00,0.00,1.00
3.607816.K1FRDM2F3UITZR5GHKPA14KS1R1ZTW02B.1.xlsx,0,0.51,2.00,0.00,0.00,1.00
3.608050.MURFRIQBAWG2QVNNRRLBOZRU4UE5VSOFB.1.xlsm,0,1.06,3.00,1.00,1.00,1.00
3.60852.ARER5HUOSSFJN2SZL1KQKVNLM0ZW2TUFA.3.xlsx,0,1.92,9.00,1.00,1.00,4.00
3.60852.ARER5HUOSSFJN2SZL1KQKVNLM0ZW2TUFA.4.xlsx,0,1.42,7.00,1.00,1.00,2.00
3.608707.ICFGVFAM2BCGZGE4EE1SVJRPQU0FZ2TBB.1.xlsm,0,1.06,3.00,1.00,1.00,1.00
3.609738.JQE440V1OTEW3LVKX0WM13NEMIA0T5EYA.1.xlsx,0,3.38,61.00,0.00,1.00,3.00
3.61004.CG5XL2KHYMIZS3IY2GD024HKP0CV0CCNA.1.xlsx,0,0.29,4.00,0.00,0.00,1.00
3.61033.ITMORCOL21WIGPMMF5ANETYQBCZYGMBXB.1.xlsx,0,0.29,4.00,0.00,0.00,1.00
3.611011.G0MGQIOL1IC5IK11ZTKFVKFHCVSFOAPOB.1.xlsx,0,1.14,4.00,0.00,1.00,3.00
3.611024.OEUQMEWUTWKUM5RWQFZTW2ZAMGLO3GSCB.1.xlsx,0,1.14,4.00,0.00,1.00,3.00
3.611811.OJBPZX1JISXT4ZFI5L5G1LNTUJJ1UIFBA.1.xlsx,0,3.38,61.00,0.00,1.00,3.00
3.613235.GYB3POQKTNJ4GGGRMAIWD1MWGVE2WK3TB.1.xlsx,0,1.14,4.00,0.00,1.00,3.00
3.613764.GX0WTKYYVOTGWIXLKQVJXWUHKBN1XBWVA.1.xlsx,0,3.38,61.00,0.00,1.00,3.00
3.614838.AEGO3KNDPKKPFEURW0SFPVCKLZX1V0J2B.1.xlsx,0,1.14,4.00,0.00,1.00,3.00
3.614839.KT4012KE1HLWFOUS2SEFRANPZ2VRCW3DB.1.xlsx,0,1.14,4.00,0.00,1.00,3.00
3.61504.CICGK2GHASKJFVEZY1M4Z41CS2CGPL5GA.1.xlsx,0,0.29,4.00,0.00,0.00,1.00
3.615162.EU4MD4NIEW3ISIYN45LHKUO0IWGURMREB.1.xlsx,0,3.38,61.00,0.00,1.00,3.00
3.615612.APJ1EMYVLYQAOHHW2ZE5JAM1BBYVCFQZB.1.xlsx,0,1.04,7.00,1.00,1.00,1.00
3.615612.APJ1EMYVLYQAOHHW2ZE5JAM1BBYVCFQZB.2.xlsx,0,1.02,7.00,1.00,1.00,1.00
3.615620.EBVHRULJGQHX4KEIA3QRRUCGFTQVNKSUA.1.xlsx,0,1.03,7.00,1.00,1.00,1.00
3.615620.EBVHRULJGQHX4KEIA3QRRUCGFTQVNKSUA.2.xlsx,0,1.04,6.00,1.00,1.00,1.00
3.615909.OSHKD0OFLGHCFVY1RULCZV0VNIV3QUYZB.1.xlsx,0,0.80,2.00,0.00,1.00,1.00
