workbook,complex,very_complex,exceptionally_complex,formula_cells,total,mean,max,p10,p50,p90
3.433713.CP1NGUNJVC11JQX2WQWEZZQPE2T1ESKVA.5.xlsx,212,19,0,0,431,1.058,4.700,0.200,1.000,2.500
3.477968.BG2D1J30ZP4NP2LNJEBU4H2DLRQ1P0LOB.1.xlsx,82,0,0,0,82,2.200,2.200,2.200,2.200,2.200
3.212881.CC2FHIIW5VFYUEX4QLKANRGMRLZENYNVA.1.xlsx,381,0,0,0,381,2.373,2.500,2.200,2.300,2.500
3.545092.JXGMPIHB2B1GW5AKGQH1QTM0HVW5T14GB.2.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
296-ratios.xlsx,0,0,0,1,478,0.463,0.900,0.200,0.500,0.800
3.601350.ETAPVNUAAECRT3SCHCL2TLX0RPKZ5OD3A.1.xlsx,352,0,0,16,5588,0.571,2.800,0.300,0.500,0.800
3.822946.C151THNINE5HH5IM1TFSQJCUUKVEUVMXB.2.xlsx,41,0,0,0,371,0.694,2.800,0.300,0.500,2.200
3.607816.K1FRDM2F3UITZR5GHKPA14KS1R1ZTW02B.1.xlsx,823,0,0,928,893,2.047,2.200,2.200,2.200,2.200
3.390709.JV5EHNQDDMAYVWUYMYLSL5VZ5TSSKEDZB.1.xlsx,56,0,0,0,532,0.584,2.200,0.200,0.500,2.200
3.19630.D53SSTIVB3SQNP5CVWMX34SP40RYYK4HA.2.xlsx,0,0,0,43,606,0.303,0.500,0.300,0.300,0.300
3.545592.JFRQZH2QDJO43FMA0BH3XSM2OE3PZX5NB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.873992.BDMDIUGVYHKKUE1CJL0W5QLX3BOOEQ40B.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.855406.JBG2EVUODD3RI40ZG41BNX3AWW3PRJW1A.1.xlsm,2,1384,3162,6,4567,7.758,9.100,4.800,9.100,9.100
3.1159459.F5OKKLH2B13BMWPSHQ5LCB05EIFMLLA4A.1.xlsx,180,0,0,0,2790,0.675,2.400,0.400,0.600,0.700
3.545777.MBWMDNFJZXBHLSZH1ZR4W2S4TFL4WDDNA.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.109524.PUMFPDHBUGM3S0O0C1DR4TGAAX5MKTUNA.1.xlsx,15,0,0,35,489,0.669,1.100,0.200,0.800,0.800
3.815212.NV14OIUUTYK2ZQTAJVYVPLQ1HOUH3IAIB.1.xlsm,9852,0,198,29,26951,1.171,5.300,0.500,0.500,2.200
3.37049.MXNUV13LPB0SC3DUKRZTZZNDO1GZ541AA.1.xlsx,0,0,0,0,142,0.500,0.500,0.500,0.500,0.500
3.1194500.AZWYQ25G1MIGR04RAXHH3LDL2JPFNYYMB.1.xlsm,608,59,59,712,7175,0.629,7.100,0.200,0.500,1.200
3.1192944.JYE4BOO1XSUB2RTRZKMYROAMLWLWB3A0A.2.xlsm,608,59,59,718,7229,0.626,7.100,0.200,0.500,1.200
3.445850.DCMHPKODP1BPJRTAR4U1I04ST1DXGPBOA.1.xlsx,68,0,110,0,6912,0.523,9.300,0.200,0.500,0.500
3.658157.LW5FTSWR0N5GZJ0PAOFJFWRTMSQX1JGMB.1.xlsx,425,0,0,1,1007,1.245,2.600,0.300,0.600,2.300
3.364010.G3W3IZKSXOSYG1LJO2XIFVQ4G0T2WT0TA.1.xlsm,1531,3,6011,9,7587,7.993,13.600,2.200,8.100,13.600
3.758713.OT52Q2W0NL2JFOMFNWMA25MYTVY2FBWCB.1.xlsm,77,0,1386,10,1463,12.932,21.900,5.100,13.500,21.900
3.190798.JEAMROJN4NJ15J10J43GCKGCDKQIHME3A.1.xlsx,6107,0,0,0,9539,1.280,2.200,0.500,1.400,2.200
3.323827.EDCLJMHSQZZS4T5SL3LWCPJMLI0JEWLOA.1.xlsx,0,92,0,0,175,1.912,3.600,0.100,3.100,3.600
3.820295.PRRKKV4H1WPBQKKBTD4ARYYV5GJFJ2UXA.1.xlsx,980,23,6,0,4004,0.828,5.700,0.300,0.600,1.600
R03SAW3.xlsx,63,8,0,0,247,1.074,3.700,0.500,0.600,2.500
3.721056.LC3V0IR1MMO1GQYUCV2TEA5JW32ZRR1OB.1.xlsx,176,206,0,0,15877,0.621,4.900,0.300,0.600,0.600
3.54437.LJMAGAQUMOXAG1J3Q2ZGPSL20E4V4LDWB.1.xlsx,130,0,0,0,768,0.783,2.200,0.200,0.500,2.200
3.1146202.LZEIWCPB4RWAYNBICMCD11GUIWLYVNIDA.1.xlsx,0,0,0,0,1152,0.500,0.800,0.200,0.500,0.800
3.639767.P2W5JREYPDD2NV3NIWH3QRRL1SSP3Z0BA.1.xlsx,0,0,0,233,438,0.600,0.600,0.600,0.600,0.600
3.452260.DC2NUWLSE2MXISLNLWXAQF20LRNS5BCSB.1.xlsx,37,71,0,7,594,0.836,3.300,0.300,0.300,3.000
3.420607.E4R24HP2XXQQEGQZEIU3WT0NQIZFFXYAA.1.xlsx,192,0,31,120,977,0.801,8.500,0.200,0.500,1.000
costflow.xlsx,114,0,0,51,362,0.977,2.600,0.300,0.600,2.200
3.418348.ABNP2XIFM2A04CIEMR2URZKOKOK1PDIZB.1.xlsm,120,96,778,2,1809,3.234,14.700,0.500,2.300,6.200
3.834942.PDBS0UICT32NWPFILAN4HE354HM4QACXB.1.xlsx,4736,1120,2022,135,7879,4.207,10.200,2.400,2.400,8.700
3.477441.OR2YFUKNSFGHHADTOWRZP42IZ2Q5MYO3B.1.xlsx,82,0,0,0,82,2.200,2.200,2.200,2.200,2.200
3.656965.FBQHVTV113ZZAX0ED12B0DDPTHBV4TRBA.1.xlsx,406,0,0,8,949,1.258,2.600,0.300,0.600,2.300
3.451073.IMXFOOJJLKWUJYO3QBOMRYSZFHVVTVTUA.1.xlsx,47,71,0,7,684,0.823,3.300,0.300,0.400,3.000
3.357421.P2EDAZ1CDPECSA52FHIAQTGN2AWTKEAMB.42.xlsm,857,7165,6331,8,30489,2.968,26.900,0.200,0.200,9.800
3.418991.DAT4PKXKD5WQOU4YSPYX50SRKXTP4ITAB.1.xlsx,173,90,0,2,1286,0.920,3.100,0.500,0.500,2.200
3.416469.HZSC0Q2YFLNEWAAC33GIUQF1IXFDUIZLA.1.xlsx,66,0,0,0,214,1.035,2.200,0.500,0.500,2.200
3.470419.CDJSNGTLYWSXHIO42OD521BG2N255BLXB.1.xlsx,0,0,0,177,358,0.300,0.300,0.300,0.300,0.300
3.398023.IUW5QDD2VOPV1XUY0MXHOH34WYPVZRUAA.3.xlsx,2126,292,1207,0,8527,2.199,15.000,0.200,0.500,5.300
3.209007.KRYAYI1FU4EWDSQSIFHPWKXJK1PRBUZZB.3.xlsx,16,69,69,0,339,1.928,7.300,0.200,0.200,5.000
3.274917.EBOILSJHJQVZPQP0VZO2FHFC1NBBZZ3KA.1.xlsx,854,0,0,0,1082,2.044,2.700,0.500,2.500,2.500
3.884441.HPQSCZ43REUNEPICOCN3CZSI11TT44Y4A.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.120199.B0C2LSILB5PDV4022LTJVK1CUBFTQKJ5A.2.xlsx,79,20,4,0,412,0.992,10.100,0.200,0.500,2.500
3.819193.FZFZ3Q50HVQMXRWVLKA41BFKNBA4GTFDA.1.xlsx,2920,135,1,0,7842,1.094,5.000,0.300,0.600,2.200
3.354730.IMPLWUEX1ECFR0DR3O2QLUPSRYNKGBBNB.2.xlsx,11195,4032,0,0,23158,1.874,4.500,0.500,1.100,4.500
3.234517.M4RE2WXMDTMYS5RDHSIEV4X4KU3CGD2XA.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.342202.ENVLNRNQ2SA0GHZ5Y41AD4LNRM5JMA0IA.1.xlsx,2322,13680,13680,0,29754,7.840,13.500,3.200,3.200,13.500
3.451892.PWC15HKAU133ZXFQ4OJWWASF234PJJN0B.1.xlsx,37,71,0,7,594,0.836,3.300,0.300,0.300,3.000
3.420861.KWKZ5CHSH2APGF2OD2NZXD5LMWS42ZFRB.1.xlsx,57,1,0,92,507,0.553,3.800,0.300,0.300,2.200
3.892436.JQSDSJTXTA3ITSXULM2Y42YRZMNJRHTIA.1.xlsm,696,0,0,0,718,2.623,2.700,2.700,2.700,2.700
3.415415.BMU3HSCW1JYNZBT3N0R00FYIX1AL3DGVB.1.xlsm,341,0,888,0,2231,7.690,28.500,0.200,2.200,28.500
3.370265.PHW2GU1U3OTXRWLX30VEFR4OXK14BDJPA.4.xlsm,323,4,816,96,1798,3.797,11.400,0.200,2.400,9.900
3.859719.BTHEX0OEQKNI5NX25AV0TJGOGMCS1BIIB.1.xlsx,0,0,0,0,1505,0.520,0.600,0.500,0.500,0.600
3.1193635.GO40FV0I20VSXWD1X5J0QNGSXCZOGRUYA.2.xlsm,608,59,59,718,7229,0.626,7.100,0.200,0.500,1.200
3.874503.KBU1UTT4XCWSO1S4RYR30D43GA1KFAXIA.2.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.308430.A0L0FB15PWLU04B4QR1YZ5CAZ0QE4CGQA.1.xlsx,109,0,0,18,253,1.232,2.200,0.500,0.500,2.200
3.884846.GQLX1OFYN2TGC2NNSYUFL2Y4DCXAGHPPB.1.xlsm,5424,0,0,0,5446,2.690,2.700,2.700,2.700,2.700
3.553527.KMMDBAL2FAQISFBQDN5EESJ5RGTQDGTHB.26.xlsx,446,0,0,222,1339,1.299,2.700,0.500,0.600,2.700
3.87280.PTU0NZMNAVXZTPVRTQZ05RKWLABQLIDMB.1.xlsx,15,0,0,35,489,0.669,1.100,0.200,0.800,0.800
3.190977.JZXVRIVONLESKGTBTQC4KPOLGWAD1FTZB.1.xlsx,0,0,0,0,386,0.800,0.800,0.800,0.800,0.800
3.470763.K3KRZKUFBBAAQVV3RKIGR14MVMW2H1HAA.1.xlsx,0,0,0,177,470,0.300,0.300,0.300,0.300,0.300
3.757856.BQHGBXTRH455IA1QBOEO1ES10DOLNRYLA.3.xlsx,592,5,0,151,1679,0.997,4.800,0.300,0.600,2.200
3.470402.DHE2K01WSNUFH1251WRTRCKMNVB2AFVSB.1.xlsx,0,0,0,177,486,0.305,0.900,0.300,0.300,0.300
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.25.xlsx,0,0,0,199,165,0.201,0.300,0.200,0.200,0.200
3.460238.DH4LF1L35HQCRSACOTHFPTHG0Y3F0014A.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.1173553.B2FL5KL4TWESUTPRF5BX3ZRRRRHVR0PXA.2.xlsx,129,0,0,7,457,0.902,2.200,0.500,0.600,2.200
3.354123.GFF5QADSCRAUQZGYPLWLG04LNUAPZMZ4A.2.xlsx,146,0,100,0,590,1.729,6.200,0.200,0.500,5.400
3.655993.PW2JLF0U00JDEEIW5AWRJGRVTVOVRRHSB.4.xlsx,467,0,0,16,1118,1.234,2.600,0.300,0.600,2.300
3.993973.EIQX5IAIJCDFKMQKK5GNHJTHQIMMEB4UA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
Fin_plan_sel_def.xlsx,104,0,0,0,315,0.866,2.200,0.200,0.200,2.200
3.879665.PZ5N04F5IHU0TQ1VDYB5JTVLI5FSJDHOB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.770801.O0WFIQ5XIJJNOUF4EF4CIRPRIQC4PLNNA.1.xlsx,1664,971,1437,0,4314,7.040,32.100,2.200,3.400,16.700
3.1163344.IF0SRNPD5UVVBZ0CKYG51JQ4GX21JC1KB.1.xlsx,180,0,0,0,2790,0.675,2.400,0.400,0.600,0.700
3.409680.D2XXGXS35MXDHJFPSKVQD1DZBV2BPYALB.1.xlsm,77,42,1186,26,2500,2.895,7.800,0.200,2.800,5.500
3.384331.EGKEL5ZQVTG2DEJY2WLPEL5Q0CS0MDWOA.1.xlsx,81,6,120,0,414,2.290,5.700,0.200,2.200,5.700
3.421203.PG5NVLGAIWW3SZZOEW0CFBTSYE0Q2ZZBA.1.xlsx,507,1,0,1217,5156,0.504,3.800,0.300,0.300,0.600
3.412856.BOENQNALAAE2WGST12NKPXTJZYWM14FIB.1.xlsm,553,228,318,1,3203,2.110,24.200,0.200,0.500,4.800
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.2.xlsx,120,0,3,7,1015,0.691,20.600,0.100,0.600,1.200
3.255320.MU1B43YGTDZT1M5KFMD2KF3NRKDVWHO1B.1.xlsx,128,0,0,0,328,0.982,2.200,0.200,0.200,2.200
SurveyofOLMemberWebSi#A8616.xlsx,31,0,0,0,341,0.436,1.400,0.300,0.300,0.500
3.820259.PGBUTHLZMITOKSXXPN53OTKH2ATQ0QI2A.1.xlsx,2920,135,1,0,7842,1.094,5.000,0.300,0.600,2.200
7_gradebook_xls.xlsx,575,0,0,0,1219,1.211,2.700,0.200,0.200,2.400
3.67946.AC1LVVPQK2VKVQBYGOHD1KZSYFRNU2DPB.1.xlsx,130,0,0,0,768,0.783,2.200,0.200,0.500,2.200
3.401526.CICNV0NF2AOAO32JZTZWORVR2OG1W3OIA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.742991.PO4N0WTNIOJFLXMMYIPB2413V3G3H5DMB.1.xlsx,83,27,1,47,281,1.267,6.200,0.200,0.600,2.300
3.88715.F0WIRPV5ZRLRLAUKWNU0H3AQTQVB05O2B.1.xlsx,1327,383,94,0,9275,0.885,5.700,0.200,0.600,2.200
3.463444.CINLHEJHQAZZFQLVJOHIXQPF0LDMTAXPA.1.xlsm,27188,0,0,0,27210,2.698,2.700,2.700,2.700,2.700
3.221493.NGHOWUZVMPVDWUIR151B1FUUKNZIXEWKB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.639432.EELPWYJWVJYQPM4DSFKLH1MOMR55TG4VA.1.xlsx,0,0,0,233,438,0.600,0.600,0.600,0.600,0.600
3.1138662.KF3WIYRX2J44XAOMPNPIUAP2JAPZAKXPB.1.xlsx,137,0,0,0,214,1.401,2.800,0.600,1.500,2.000
3.363471.GUIEUALQWX4J0DOA1N2B0MQ1K1SSQDPSA.1.xlsm,1964,102,580,10,5775,1.607,9.600,0.300,0.600,5.700
3.1226661.GDXQU1SSOOQNHIC35132S0MBATUHFSJ0A.1.xlsx,116,0,0,1,504,0.617,2.000,0.200,0.500,1.300
3.374108.CNSNZ2NNWJX3OEWCTFPQ5Y3RKQEXV1XDA.4.xlsm,323,4,816,96,1798,3.797,11.400,0.200,2.400,9.900
3.819178.HSZGSQ5GIDYMCO5IGG5SKHSSET4UMWLTB.1.xlsx,921,22,47,0,4307,0.889,10.100,0.300,0.600,1.800
3.463437.C1P2EJH2CWUKPBL2RJ0ZHLIBK2BCU5QJA.1.xlsm,20092,0,0,0,20114,2.697,2.700,2.700,2.700,2.700
3.109523.AE4J13ZJRQLI4OQOUCXXK0MRW4XEX3TZA.2.xlsx,15,0,0,30,409,0.647,1.100,0.200,0.800,0.800
3.60852.ARER5HUOSSFJN2SZL1KQKVNLM0ZW2TUFA.3.xlsx,253,15,0,0,1706,0.854,3.600,0.500,0.600,2.200
Att7.xlsx,4,0,1,0,208,0.315,15.400,0.200,0.200,0.200
3.819963.LUVHLV1XJG2LSQOATRLYSAYUPJRQ3ROFB.1.xlsx,2920,135,1,0,7841,1.095,5.000,0.300,0.600,2.200
3.1174066.I50MZZXGJCL55VYY4WAAVM4GDVMRG5LUB.1.xlsx,3820,0,0,72,3820,1.200,1.200,1.200,1.200,1.200
3.192481.OCERGXY4N3EZKHXMOP44M1IONIO1SSCOB.1.xlsx,280,0,0,190,560,0.900,1.000,0.800,1.000,1.000
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.11.xlsx,253,15,0,0,1724,0.848,3.600,0.500,0.600,2.200
3.99393.DVQBLKFRKR1MCKLNZ2OJCRFETQKW01RKA.1.xlsx,248,24,46,6,2087,0.876,11.800,0.300,0.600,1.700
3.821707.BJXIQGBAQM4DDPNUPKG4PV0AORGAVQMDB.1.xlsx,2920,135,1,0,7842,1.094,5.000,0.300,0.600,2.200
3.1134390.D2OEQNSG2H3N1MNBKOPGDMVIVL43XCDTB.1.xlsx,177,0,0,132,193,2.038,2.200,2.200,2.200,2.200
3.999532.KRQWTI4MMSASR3P0P5NAE3QVPXVQSALIA.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.656601.ALEJRWK3DWQVQVGFG0IOZ1FF01YHC0O4A.1.xlsx,106,162,486,161,916,4.693,10.100,0.500,5.100,7.900
3.684403.AELAYU5L2XXOPHANIW1X4NH4RR5LH2AYB.1.xlsx,81,0,0,12,81,2.200,2.200,2.200,2.200,2.200
3.604879.HDZFUEQYFLCNS50ZKNLQJ1Y0WPE5R42RB.1.xlsx,0,0,0,0,175,0.333,0.600,0.200,0.200,0.600
3.189140.LNVYMNIO3EP5BHH2H3BKCHZBIBZ5LHZZA.1.xlsm,159,75,421,0,2540,1.439,10.300,0.300,0.300,5.500
3.821650.MYRP2SQYBSNS3SQGSRHGUHULNQ0HPWSOB.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.611011.G0MGQIOL1IC5IK11ZTKFVKFHCVSFOAPOB.1.xlsx,2,0,0,173,422,0.787,2.200,0.400,0.900,0.900
3.97167.PAL1LZ2DNRPTHJV2D5GTM3Y2EQWSTM5OA.1.xlsx,248,24,46,6,2073,0.878,11.800,0.300,0.600,1.800
3.821521.CEFW1TEC10IRFVXOWAV04NEUVPP252YRB.1.xlsx,2920,135,1,0,7841,1.095,5.000,0.300,0.600,2.200
3.121055.JSBSADSKP2WB2CV0RBTMBGJ0HGZVTJKPB.2.xlsx,79,20,4,0,412,0.992,10.100,0.200,0.500,2.500
3.189135.FZQLN3GYDESWZ3GBGAJBLZGCPJMAJW4AA.1.xlsm,159,75,421,0,2541,1.439,10.300,0.300,0.300,5.500
3.335645.BPDGD2VBNBLRYFTK3S0I5UOTW2S0GKFRB.1.xlsx,54,2,0,103,248,0.674,3.800,0.300,0.600,1.500
3.422342.CZTXYAJYHTE5ERANRQT2DFATP3FHLLTJA.1.xlsx,40,0,0,0,268,0.785,2.200,0.300,0.600,2.200
3.658316.ABNSSV14HPWPIARQLZL1NHPOQKLH433QA.2.xlsx,0,0,0,219,232,0.500,0.500,0.500,0.500,0.500
3.121042.JTRDDLUQ31A43Y0JYW5GMYTHD55PLIKRA.2.xlsx,79,20,4,0,412,0.992,10.100,0.200,0.500,2.500
3.618605.FWWRP2NFKWCWJXVXTPMOKHVS3TCP4TRZB.1.xlsx,176,198,0,0,1383,1.034,3.500,0.200,0.500,3.200
3.32468.ICHEYHEWPK3CI1C0FGCWPJF3GKU2DOEOA.1.xlsx,6948,0,0,0,6948,2.467,2.700,2.200,2.700,2.700
3.421817.B2IK21B05ZZ0OX2ZQNOZBG0NAURGQI4GB.1.xlsx,104,1,0,182,972,0.537,3.800,0.300,0.300,2.200
3.99935.PRC2452Z5Y0ZO3THBKPHWXLUHOPFESZSA.1.xlsx,918,12,60,13,2931,1.261,11.800,0.300,0.700,2.600
3.211830.GSG2B25Z1EGYW0OY3JQPN4V0I3KHS0FMB.1.xlsm,77,42,1186,0,2500,2.895,7.800,0.200,2.800,5.500
3.760634.KEWW2BO0XFCSSAAWFU4THHSCOH0ZXY3VA.1.xlsx,0,0,0,174,269,0.849,0.900,0.500,0.900,0.900
3.735567.BZHHSH44WIVDSEPUCFWS4FUSAPVFIH14B.1.xlsx,83,27,1,47,281,1.267,6.200,0.200,0.600,2.300
3.618543.C4PCPEYRKG35EMSLVUPIIAHE24QHS4ONA.1.xlsx,1139,0,0,982,1139,2.200,2.200,2.200,2.200,2.200
3.337949.PSEQAF2HLB4XIYPMJ3ITQYYPNSERYTPZB.2.xlsm,267,0,2367,3,3166,15.064,20.100,0.500,20.100,20.100
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.5.xlsx,11087,3984,0,0,22918,1.871,4.500,0.500,1.100,4.500
3.655697.PR5OWWYUBZ5KYQUPFRJWQRTDJFSKS4CCB.1.xlsx,13536,0,9024,1623,22560,4.580,11.800,1.500,2.800,11.800
3.545183.EYJNS5VC433FHR42ID35XLZLF5AMAURQB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.545487.B22XIC4GMZXWAOJBQ0UIVVYL2QFIMHHNA.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.1029267.AVEIYV2F2AQFZCIP5QVSLO0OE2IKZZ21B.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
3.490811.A1RMDLTZ25IRA3JJZEAFPXQ5D2DO2OQHA.1.xlsx,2,0,0,240,282,0.394,2.000,0.200,0.500,0.500
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.2.xlsx,11195,4032,0,0,23158,1.874,4.500,0.500,1.100,4.500
3.96787.AWMRTTFJ20W5VDWKOUQGHF3YA3ETHRIVA.3.xlsx,403,28,1,78,3881,0.639,5.300,0.200,0.500,1.700
3.310961.KE5CXSV41EYYXKVDFRZ4PK2KKZDUIAQYB.1.xlsx,431,0,0,431,2556,0.737,2.200,0.400,0.400,2.200
3.452735.JOCX0SOEHFXYG4DFQG3J51K4YKOSG5I5A.1.xlsx,0,0,0,30,2311,0.386,0.900,0.200,0.500,0.500
3.1197551.PFF1ZBPZTGQRTQKKFMNQXU2A5OOT0FM5A.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
NDP%20-%20SubNDP%20-%#A7B6D.xlsx,49,0,0,0,537,0.452,2.200,0.200,0.300,0.500
3.391771.M1R3WJVHJW3QIRDYF3CZLK1DC2D4GFWLB.1.xlsx,56,0,0,0,532,0.584,2.200,0.200,0.500,2.200
3.362137.G1W4KBJVON5J0W44E0JBN1KQDRCQSORRA.2.xlsm,375,240,122,399,981,3.069,8.400,0.200,2.500,7.000
3.871857.OOKV544VZGC4P5IRUJKRVXWTD4KVGWCLB.1.xlsm,696,0,0,0,718,2.623,2.700,2.700,2.700,2.700
3.121072.NXLYH02E2O1YI5MVNTECOG4TLC0A0KQFA.1.xlsx,155,0,0,0,289,1.190,2.500,0.300,1.100,2.500
3.204936.NURI1CPQJTZK0YM3BZ4JJJL1SLTKWFCCB.1.xlsx,9240,9252,0,2448,21572,2.086,3.100,0.800,2.000,3.100
3.601435.FB14CI4A0D0FY4KNUFMHAQUECJ24PNVTA.1.xlsx,352,0,0,16,5582,0.571,2.800,0.300,0.500,0.800
3.31912.I40TVUL3MTCIJOMHI1JJVX0GAXPV4BVKA.1.xlsx,13029,8567,0,0,21684,3.182,4.300,2.400,2.500,4.300
3.332883.PSXLPUHRLGPILBA2JUWH03OXNVWASD1DB.1.xlsx,0,0,294,892,294,12.100,12.100,12.100,12.100,12.100
3.495953.H5G2JCP53F4UDBPQ4TRN4343VWIZ22QAB.2.xlsx,21,0,0,3,198,0.608,2.500,0.300,0.500,2.200
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.10.xlsx,0,0,0,191,164,0.200,0.200,0.200,0.200,0.200
3.636480.N44UXV4MCQSK0XIEVL0MIBWDLRCVV3ZEA.1.xlsx,321,116,0,7,1630,0.887,3.100,0.200,0.200,2.500
3.407431.PUVBEDDKP5O5XH4DTUI3QKRQLJM0ROQEB.1.xlsm,77,42,1186,0,2500,2.895,7.800,0.200,2.800,5.500
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.12.xlsx,0,0,0,191,165,0.201,0.300,0.200,0.200,0.200
3.308425.K11A3BMRGTJNKGYRISIF0JBWSXD12KDMB.1.xlsx,109,0,0,14,253,1.232,2.200,0.500,0.500,2.200
3.366157.I0Z2JMGXA4Z0BMOUADUATEUZA5QNPBA1B.1.xlsm,1531,3,6011,9,7587,7.993,13.600,2.200,8.100,13.600
3.819173.MULL235XPCDEDMM31UNGUJEUZK0HF0P4A.1.xlsx,980,23,6,0,4004,0.828,5.700,0.300,0.600,1.600
3.459226.FDVMGTCLQQI2OLOSXSURMYNG1E5T3VA2A.1.xlsm,5424,0,0,0,5446,2.690,2.700,2.700,2.700,2.700
3.658489.KPWI4I3YKTJEJ234PDSDS24JM35FDIPRB.1.xlsx,18212,9106,31871,1682,59189,4.815,11.800,1.500,5.300,6.500
3.555489.E31USUA3XFZFYSBOR2FUTLABPO0RLYJOB.1.xlsx,121,0,0,28,463,0.893,2.200,0.300,0.600,2.200
RiskMgmt2001(Coordina#A7B6C.xlsx,253,0,0,58,790,1.044,2.800,0.200,0.500,2.800
3.192276.BBXUBRX1WRZ05ATWWQD0PQLBAKEJV2ZEA.1.xlsx,9,0,0,0,100,0.653,2.200,0.500,0.500,0.500
3.357424.CEJ1VM21YPSW11THO4K34OWQQWABNL3VA.16.xlsm,1471,1099,3254,4,6355,5.532,15.300,2.200,5.000,9.600
3.1216859.B2ISAFAHPRHWDA5TOAGC2UEIDPNTBT3BA.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
3.817340.MCMO1VZKPWMEQUY4DMFTTAENXMBTLRDLA.1.xlsm,344,0,30,34,13268,0.566,5.400,0.500,0.500,0.500
3.724455.EQTTP3NEEFFFI1OZEWTPYPAROUJFI5H4B.1.xlsx,4283,0,13387,0,23082,5.597,9.900,0.500,5.000,9.900
3.532226.G34IYJ2MUG23VTQATHDVQLCLIZQSYD1UB.1.xlsx,0,0,0,0,2402,0.462,0.900,0.300,0.400,0.600
3.602086.LOBE2RZKTWRMJFXB3XJC3HK0HHNBQYV0B.1.xlsx,443,0,0,17,5601,0.603,2.600,0.300,0.500,0.800
3.54171.M2BTXVMF5OHXKYZ1S4GODFXL1Z1EZF2PB.1.xlsx,440,63,1,42,2151,0.859,5.000,0.200,0.500,2.200
3.474494.FIZMTMW55425Q3QYV1V1ZCDSN51DBPHEB.1.xlsx,82,0,0,0,82,2.200,2.200,2.200,2.200,2.200
3.628915.DBQMBCRPX1LKU0CTFXCVZTGQXERMMR1AA.1.xlsx,276,0,0,8,276,2.312,2.600,2.300,2.300,2.300
3.619399.HNIZFKEEY0E21KKL4ISMRNSTAABFLQMNA.1.xlsx,0,0,0,52536,24,0.588,0.600,0.600,0.600,0.600
3.615620.EBVHRULJGQHX4KEIA3QRRUCGFTQVNKSUA.1.xlsx,1511,6,0,0,3060,1.418,4.400,0.200,0.500,2.500
3.819672.A5CWW4KQQ1ECT1JOIFQZ45PS3CYCKKNSA.3.xlsx,41,0,0,0,371,0.694,2.800,0.300,0.500,2.200
3.310446.ANPIDZKNTCG0TKKVISYRWI11R2HSG151A.1.xlsx,550,0,0,550,3262,0.736,2.200,0.400,0.400,2.200
3.440493.CFR5LTZR5HKOGZOJVLTI2AGVP4HLICTPB.1.xlsx,398,127,0,2,2071,0.983,4.200,0.300,0.600,2.700
3.36582.ME1Z0KWYCNT4010TNILJHDJKXL0ALMXEB.1.xlsx,110,0,17,17,436,0.952,5.200,0.500,0.500,2.200
3.611024.OEUQMEWUTWKUM5RWQFZTW2ZAMGLO3GSCB.1.xlsx,2,0,0,173,422,0.787,2.200,0.400,0.900,0.900
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.1.xlsx,9707,3984,0,0,21538,1.831,4.500,0.500,1.100,4.500
3.36757.JEAA5ADZS2RJ35DSIKLMCAHXQ2SQI4F3B.1.xlsx,9,0,0,0,176,0.587,2.200,0.500,0.500,0.500
